일자,작품명,합계
2023-01-01,2022 뮤지컬 <브로드웨이42번가>,846
2023-01-01,연극 레드,151
2023-01-01,연극 레드,94
2023-01-03,2022 뮤지컬 <브로드웨이42번가>,750
2023-01-03,연극 레드,141
2023-01-03,소프라노 이지혜 독창회,180
2023-01-03,클라리넷티스트 이새롬의 실내악 리사이틀,79
2023-01-04,2022 뮤지컬 <브로드웨이42번가>,830
2023-01-04,2022 뮤지컬 <브로드웨이42번가>,703
2023-01-04,연극 레드,115
2023-01-04,2023 신년음악회,1704
2023-01-05,2022 뮤지컬 <브로드웨이42번가>,774
2023-01-05,연극 레드,154
2023-01-06,2022 뮤지컬 <브로드웨이42번가>,825
2023-01-06,연극 레드,130
2023-01-06,스콜비 피아노구민희  안화영 듀오 리사이틀,151
2023-01-06,소프라노 손지수 앨범 발매 기념 콘서트,91
2023-01-06,김홍민 첼로 독주회,176
2023-01-07,2022 뮤지컬 <브로드웨이42번가>,796
2023-01-07,2022 뮤지컬 <브로드웨이42번가>,803
2023-01-07,연극 레드,189
2023-01-07,연극 레드,169
2023-01-07,이인지 피아노 독주회,68
2023-01-07,서울비르투오지 신년음악회,377
2023-01-07,히로타슌지&이유정 듀오 피아노 연주회,215
2023-01-07,코펙스 챔버오케스트라 창단연주회,567
2023-01-07,신년음악회,84
2023-01-07,2023 대원문화재단 신년음악회,1953
2023-01-08,2022 뮤지컬 <브로드웨이42번가>,832
2023-01-08,연극 레드,181
2023-01-08,연극 레드,162
2023-01-08,이윤미 비올라 독주회,86
2023-01-08,이기석 비올라 독주회,134
2023-01-08,김판주 트럼펫 독주회,42
2023-01-08,2023 신년음악회: 비엔나 인 서울,1096
2023-01-08,신 피아노 클럽 창단기념 신년음악회,317
2023-01-10,2022 뮤지컬 <브로드웨이42번가>,730
2023-01-10,연극 레드,129
2023-01-11,2022 뮤지컬 <브로드웨이42번가>,844
2023-01-11,2022 뮤지컬 <브로드웨이42번가>,720
2023-01-11,연극 레드,167
2023-01-12,2022 뮤지컬 <브로드웨이42번가>,785
2023-01-12,연극 레드,150
2023-01-12,뮤지컬 < 베토벤; Beethoven Secret >,1983
2023-01-12,뮤지컬 < 베토벤; Beethoven Secret >,2573
2023-01-13,2022 뮤지컬 <브로드웨이42번가>,826
2023-01-13,연극 레드,167
2023-01-13,뮤지컬 < 베토벤; Beethoven Secret >,1946
2023-01-14,2022 뮤지컬 <브로드웨이42번가>,817
2023-01-14,2022 뮤지컬 <브로드웨이42번가>,826
2023-01-14,연극 레드,165
2023-01-14,연극 레드,170
2023-01-14,뮤지컬 < 베토벤; Beethoven Secret >,1994
2023-01-14,뮤지컬 < 베토벤; Beethoven Secret >,1622
2023-01-15,2022 뮤지컬 <브로드웨이42번가>,840
2023-01-15,연극 레드,178
2023-01-15,연극 레드,177
2023-01-15,뮤지컬 < 베토벤; Beethoven Secret >,1991
2023-01-15,뮤지컬 < 베토벤; Beethoven Secret >,1819
2023-01-17,연극 레드,149
2023-01-17,뮤지컬 < 베토벤; Beethoven Secret >,1175
2023-01-17,석유리 오보에 독주회,175
2023-01-17,바로크 오케스트라 콘서트,415
2023-01-17,Welcome 2023 신년음악회,93
2023-01-18,연극 레드,144
2023-01-18,뮤지컬 < 베토벤; Beethoven Secret >,980
2023-01-18,쥐스탱 테일러 하프시코드 독주회,324
2023-01-18,엄희원 귀국 바이올린 독주회,137
2023-01-18,"정윤희, 손미래 듀오 리사이틀",75
2023-01-18,제14회ARKO한국창작음악제(국악부문),886
2023-01-19,연극 레드,83
2023-01-19,뮤지컬 < 베토벤; Beethoven Secret >,1167
2023-01-19,김영진 피아노 독주회,91
2023-01-19,한화생명과 함께하는 예술의전당 11시 콘서트(1월),1797
2023-01-19,임누리 귀국 바이올린 독주회,286
2023-01-20,연극 레드,159
2023-01-20,뮤지컬 < 베토벤; Beethoven Secret >,810
2023-01-20,뮤지컬 < 베토벤; Beethoven Secret >,1016
2023-01-20,김규현 박종해 듀오 리사이틀<프로코피예프&쇼스타코비치>,180
2023-01-20,원민지 귀국 첼로 독주회,210
2023-01-20,실내악 축제,79
2023-01-21,연극 레드,184
2023-01-21,연극 레드,133
2023-01-21,뮤지컬 < 베토벤; Beethoven Secret >,906
2023-01-21,뮤지컬 < 베토벤; Beethoven Secret >,1182
2023-01-23,연극 레드,197
2023-01-23,연극 레드,191
2023-01-23,뮤지컬 < 베토벤; Beethoven Secret >,1195
2023-01-23,뮤지컬 < 베토벤; Beethoven Secret >,913
2023-01-24,연극 레드,191
2023-01-24,뮤지컬 < 베토벤; Beethoven Secret >,919
2023-01-24,뮤지컬 < 베토벤; Beethoven Secret >,1187
2023-01-25,연극 레드,170
2023-01-25,뮤지컬 < 베토벤; Beethoven Secret >,845
2023-01-25,윤지용 오보에 독주회,133
2023-01-25,바이올리니스트 박진수 슈베르트 앨범발매 기념 리사이틀,215
2023-01-25,최인영 피아노 독주회 ,53
2023-01-25,한경arte 더클래식 2023,949
2023-01-26,연극 레드,114
2023-01-26,뮤지컬 < 베토벤; Beethoven Secret >,1983
2023-01-26,뮤지컬 < 베토벤; Beethoven Secret >,2573
2023-01-26,뮤지컬 < 베토벤; Beethoven Secret >,0
2023-01-26,김은찬 귀국 피아노 독주회,266
2023-01-26,아르텔필하모닉오케스트라 2023 신년음악회,1371
2023-01-26,유재아 플루트 리사이틀 : Suite & Jazz Ⅰ,229
2023-01-26,김보영 피아노 독주회,54
2023-01-27,연극 레드,131
2023-01-27,뮤지컬 < 베토벤; Beethoven Secret >,679
2023-01-27,뮤지컬 < 베토벤; Beethoven Secret >,1092
2023-01-27,KT와 함께하는 예술의전당 마음을 담은 클래식(1월),1616
2023-01-27,바이올린 에릭실버거 & 피아니스트 이선미,303
2023-01-27,손은정 피아노 독주회,171
2023-01-27,2022 KCO 전국음악콩쿨 위너 콘서트 시리즈 1,77
2023-01-28,연극 레드,168
2023-01-28,연극 레드,158
2023-01-28,뮤지컬 < 베토벤; Beethoven Secret >,898
2023-01-28,뮤지컬 < 베토벤; Beethoven Secret >,677
2023-01-28,KBS교향악단 제786회 정기연주회,2225
2023-01-28,임지연 귀국 클라리넷 독주회,134
2023-01-28,연극 <셰익스피어 인 러브>,457
2023-01-28,김다솔 피아노 독주회,67
2023-01-28,포어스트만 콰르텟 정기연주회 Omaggio,206
2023-01-28,정지혜 타악기 독주회,178
2023-01-28,웅산&이희문의 소소살롱,213
2023-01-29,연극 레드,180
2023-01-29,연극 레드,179
2023-01-29,뮤지컬 < 베토벤; Beethoven Secret >,1200
2023-01-29,연극 <셰익스피어 인 러브>,471
2023-01-29,연극 <셰익스피어 인 러브>,511
2023-01-29,김은아 귀국 피아노 독주회,185
2023-01-29,장서윤 귀국 비올라 독주회,98
2023-01-29,제9회 플루트 앙상블 아디나 정기연주회,383
2023-01-29,KCO 2023 신년음악회,1004
2023-01-29,2022 KCO 전국음악콩쿨 위너 콘서트 시리즈 2,78
2023-01-31,연극 레드,146
2023-01-31,뮤지컬 < 베토벤; Beethoven Secret >,1210
2023-01-31,연극 <셰익스피어 인 러브>,343
2023-01-31,박창수의 프리뮤직 - 침묵을 자유롭게 하다 II,176
2023-01-31,한수진과 함신익의 브람스,1734
2023-01-31,박진우 슈베르트 피아노 전곡 시리즈 III,129
2023-02-01,연극 레드,150
2023-02-01,뮤지컬 < 베토벤; Beethoven Secret >,478
2023-02-01,뮤지컬 < 베토벤; Beethoven Secret >,1032
2023-02-01,릴리야 질베르스타인 리사이틀(2023서울피아노아카데미),235
2023-02-01,연극 <셰익스피어 인 러브>,501
2023-02-01,연극 <셰익스피어 인 러브>,423
2023-02-01,김정수 바이올린 독주회,218
2023-02-01,제14회ARKO한국창작음악제(양악부문),759
2023-02-02,연극 레드,134
2023-02-02,뮤지컬 < 베토벤; Beethoven Secret >,707
2023-02-02,2023 서울피아노아카데미 리사이틀 (안티 시랄라),262
2023-02-02,이섬승 피아노 독주회,102
2023-02-02,연극 <셰익스피어 인 러브>,395
2023-02-03,연극 레드,155
2023-02-03,뮤지컬 < 베토벤; Beethoven Secret >,1090
2023-02-03,뮤지컬 < 베토벤; Beethoven Secret >,609
2023-02-03,연극 <셰익스피어 인 러브>,464
2023-02-03,서영일 더블베이스 독주회,137
2023-02-03,디스커버 모차르트 협주곡,1067
2023-02-04,연극 레드,182
2023-02-04,연극 레드,154
2023-02-04,뮤지컬 < 베토벤; Beethoven Secret >,807
2023-02-04,뮤지컬 < 베토벤; Beethoven Secret >,884
2023-02-04,[클래식 큐레이터] 클래식 디깅 클럽 - 베토벤,387
2023-02-04,빈 소년합창단 신년음악회 (4일),2069
2023-02-04,연극 <셰익스피어 인 러브>,524
2023-02-04,연극 <셰익스피어 인 러브>,483
2023-02-04,박건우 첼로 독주회,279
2023-02-04,이석중 바이올린 독주회,83
2023-02-04,이현옥 오보에 독주회,168
2023-02-05,연극 레드,176
2023-02-05,연극 레드,163
2023-02-05,쇼팽으로 만나는 지브리 앙상블 베스트,472
2023-02-05,뮤지컬 < 베토벤; Beethoven Secret >,1166
2023-02-05,빈 소년합창단 신년음악회 (5일),1939
2023-02-05,연극 <셰익스피어 인 러브>,499
2023-02-05,연극 <셰익스피어 인 러브>,520
2023-02-05,이상은 플루트 독주회,82
2023-02-05,강희윤 첼로 독주회,148
2023-02-05,앙상블더공감 정기연주회,77
2023-02-07,연극 레드,145
2023-02-07,뮤지컬 < 베토벤; Beethoven Secret >,1023
2023-02-07,연극 <셰익스피어 인 러브>,402
2023-02-07,지유경 피아노 독주회,61
2023-02-07,유민형 비올라 독주회,86
2023-02-08,연극 레드,132
2023-02-08,뮤지컬 < 베토벤; Beethoven Secret >,819
2023-02-08,뮤지컬 < 베토벤; Beethoven Secret >,968
2023-02-08,연극 <셰익스피어 인 러브>,451
2023-02-08,연극 <셰익스피어 인 러브>,528
2023-02-08,문승주 귀국 클라리넷 독주회,227
2023-02-08,오현선 바이올린 독주회,71
2023-02-08,바리톤 이규봉 독창회,140
2023-02-09,연극 레드,164
2023-02-09,뮤지컬 < 베토벤; Beethoven Secret >,686
2023-02-09,연극 <셰익스피어 인 러브>,418
2023-02-09,한화생명과 함께하는 예술의전당 11시 콘서트(2월),1660
2023-02-09,나찬미 비올라 독주회,56
2023-02-09,백향민 트럼펫 독주회,211
2023-02-09,비올리스트 김진환 귀국독주회,83
2023-02-10,연극 레드,169
2023-02-10,뮤지컬 < 베토벤; Beethoven Secret >,1183
2023-02-10,뮤지컬 < 베토벤; Beethoven Secret >,683
2023-02-10,연극 <셰익스피어 인 러브>,504
2023-02-10,국립심포니오케스트라 베토벤 교향곡 5번,1997
2023-02-10,디아트원 제 5회 정기연주회,277
2023-02-10,최자현 피아노 독주회,25
2023-02-10,황소진 첼로 독주회,147
2023-02-11,연극 레드,181
2023-02-11,연극 레드,135
2023-02-11,노부스 콰르텟 베토벤 현악사중주 전곡 연주 1,356
2023-02-11,뮤지컬 < 베토벤; Beethoven Secret >,829
2023-02-11,뮤지컬 < 베토벤; Beethoven Secret >,4
2023-02-11,연극 <셰익스피어 인 러브>,514
2023-02-11,연극 <셰익스피어 인 러브>,506
2023-02-11,신세계와 함께하는 2023 예술의전당 토요콘서트(2월),1907
2023-02-11,태선이 바이올린 독주회,196
2023-02-11,박지은 플루트 독주회,163
2023-02-11,뮤지컬 < 베토벤; Beethoven Secret >,1397
2023-02-11,발렌타인 특집 리음앙상블 기획공연 `시실내악 1`,418
2023-02-11,유광수 베이스 트롬본 독주회,46
2023-02-12,연극 레드,181
2023-02-12,연극 레드,168
2023-02-12,연극 <셰익스피어 인 러브>,520
2023-02-12,연극 <셰익스피어 인 러브>,459
2023-02-12,곽지헌 귀국 클라리넷 독주회,116
2023-02-12,첼리스트 노안나의 3B '위대한 첼로',59
2023-02-12,미시간 피아노 카메라타 제15회 정기연주회,165
2023-02-12,Lustig 목관 앙상블 창단연주회,104
2023-02-14,연극 레드,175
2023-02-14,뮤지컬 < 베토벤; Beethoven Secret >,1028
2023-02-14,연극 <셰익스피어 인 러브>,398
2023-02-14,예술의전당 전관 개관 30주년 특별음악회 - 정경화 & 케빈 케너 듀오 콘서트,2284
2023-02-14,서울 이무지치 챔버 오케스트라 정기연주회,342
2023-02-14,장유리 피아노 독주회,92
2023-02-14,김민준 피아노 독주회,101
2023-02-15,연극 레드,195
2023-02-15,뮤지컬 < 베토벤; Beethoven Secret >,524
2023-02-15,뮤지컬 < 베토벤; Beethoven Secret >,1220
2023-02-15,연극 <셰익스피어 인 러브>,542
2023-02-15,연극 <셰익스피어 인 러브>,467
2023-02-15,예술의전당 전관 개관 30주년 특별음악회 - 크리스토프 에센바흐 & KBS교향악단,1808
2023-02-15,에드 무지카의 신년 음악회,215
2023-02-15,피아니스트 김소연 초청 리사이틀,53
2023-02-15,Drawing the music Music competition Winners` Gala Concert,59
2023-02-16,연극 레드,190
2023-02-16,2023 서울시향 지안 왕의 엘가 첼로 협주곡 ①,1572
2023-02-16,뮤지컬 < 베토벤; Beethoven Secret >,620
2023-02-16,연극 <셰익스피어 인 러브>,322
2023-02-16,김진택 기타 독주회,130
2023-02-16,Drawing the music Music competition Winners' Gala Concert,66
2023-02-16,2023 소울 첼로 앙상블 정기연주회,167
2023-02-17,연극 레드,201
2023-02-17,2023 서울시향 지안 왕의 엘가 첼로 협주곡 ②,1788
2023-02-17,노부스 콰르텟 베토벤 현악사중주 전곡 연주 2,325
2023-02-17,뮤지컬 < 베토벤; Beethoven Secret >,1056
2023-02-17,뮤지컬 < 베토벤; Beethoven Secret >,585
2023-02-17,연극 <셰익스피어 인 러브>,521
2023-02-17,이경미 바이올린 독주회,81
2023-02-18,연극 레드,197
2023-02-18,연극 레드,187
2023-02-18,다닐 트리포노프 피아노 리사이틀,2333
2023-02-18,뮤지컬 < 베토벤; Beethoven Secret >,700
2023-02-18,뮤지컬 < 베토벤; Beethoven Secret >,705
2023-02-18,연극 <셰익스피어 인 러브>,549
2023-02-18,연극 <셰익스피어 인 러브>,571
2023-02-18,팬아시아 필하모니아 제12회 정기연주회,353
2023-02-18,권혜진 플루트 독주회,168
2023-02-18,이현웅 바이올린 독주회,151
2023-02-18,제7회 앙상블 나무 정기연주회,69
2023-02-18,소울트리오 연주회,78
2023-02-19,연극 레드,169
2023-02-19,연극 레드,180
2023-02-19,뮤지컬 < 베토벤; Beethoven Secret >,1196
2023-02-19,[Cinema Classic] 왕가위 영화음악 오케스트라 콘서트,1279
2023-02-19,연극 <셰익스피어 인 러브>,543
2023-02-19,연극 <셰익스피어 인 러브>,540
2023-02-19,앙상블 우리 제13회 정기연주회,130
2023-02-19,권혜진 피아노 독주회,127
2023-02-19,앙상블 소아베 정기연주회,59
2023-02-19,김현지 바이올린 독주회,50
2023-02-21,뮤지컬 < 베토벤; Beethoven Secret >,1084
2023-02-21,연극 <셰익스피어 인 러브>,343
2023-02-21,오케스트라 앙상블 서울 OES 정기연주회 - 슈만 교향곡 제1번 <봄>,488
2023-02-21,건우회 제11회 정기연주회,175
2023-02-21,김강운 최진이 피아노 듀오 리사이틀,185
2023-02-21,소프라노 백세리 귀국 독창회,67
2023-02-22,뮤지컬 < 베토벤; Beethoven Secret >,635
2023-02-22,뮤지컬 < 베토벤; Beethoven Secret >,562
2023-02-22,연극 <셰익스피어 인 러브>,538
2023-02-22,연극 <셰익스피어 인 러브>,425
2023-02-22,예술의전당 전관 개관 30주년 특별음악회 -  김봄소리 & 라파우 블레하츠 듀오 콘서트,1511
2023-02-22,이효주 피아노 리사이틀,160
2023-02-22,제4회 리브라 콰르텟 정기연주회,84
2023-02-23,뮤지컬 < 베토벤; Beethoven Secret >,1040
2023-02-23,연극 <셰익스피어 인 러브>,446
2023-02-23,장은정 바이올린 독주회,42
2023-02-23,송정민 클라리넷 독주회,190
2023-02-23,앙상블 프로젝트 콘서트 [THE FIRST],112
2023-02-23,임동혁 피아노 리사이틀 <쇼팽에 대하여>,1939
2023-02-24,뮤지컬 < 베토벤; Beethoven Secret >,491
2023-02-24,뮤지컬 < 베토벤; Beethoven Secret >,1201
2023-02-24,연극 <셰익스피어 인 러브>,427
2023-02-24,예술의전당 전관 개관 30주년 특별음악회 - 가곡콘서트,1583
2023-02-24,김동규 피아노 독주회,117
2023-02-24,국립현대무용단  [20▲△(이십삼각삼각)],46
2023-02-24,국립현대무용단  [20▲△(이십삼각삼각)],43
2023-02-24,이화스트링 소사이어티 스테이지,87
2023-02-24,더 트리오 정기연주회,171
2023-02-25,뮤지컬 < 베토벤; Beethoven Secret >,606
2023-02-25,뮤지컬 < 베토벤; Beethoven Secret >,697
2023-02-25,[클래식 큐레이터] 클래식 디깅 클럽 - 쇼팽,402
2023-02-25,연극 <셰익스피어 인 러브>,538
2023-02-25,연극 <셰익스피어 인 러브>,438
2023-02-25,국립현대무용단  [20▲△(이십삼각삼각)],40
2023-02-25,국립현대무용단  [20▲△(이십삼각삼각)],43
2023-02-25,최예지 첼로 독주회,77
2023-02-25,토너스 트리오 <고전과 낭만 사이 IV>,197
2023-02-25,강남심포니오케스트라 제96회 정기연주회,905
2023-02-26,뮤지컬 < 베토벤; Beethoven Secret >,1247
2023-02-26,연극 <셰익스피어 인 러브>,525
2023-02-26,연극 <셰익스피어 인 러브>,478
2023-02-26,국립현대무용단  [20▲△(이십삼각삼각)],47
2023-02-26,이수민 플루트 독주회,38
2023-02-26,음연초청 신봉애 피아노 독주회,299
2023-02-26,트리오 세레나 창단 연주회,56
2023-02-28,뮤지컬 < 베토벤; Beethoven Secret >,1096
2023-02-28,연극 <셰익스피어 인 러브>,487
2023-02-28,봄날음악회,1213
2023-02-28,조재복 더블베이스 독주회,208
2023-02-28,피아니스트 이승원 귀국 반주 리사이틀,171
2023-02-28,정재원 피아노 독주회,68
2023-03-01,뮤지컬 < 베토벤; Beethoven Secret >,689
2023-03-01,뮤지컬 < 베토벤; Beethoven Secret >,584
2023-03-01,연극 <셰익스피어 인 러브>,449
2023-03-01,연극 <셰익스피어 인 러브>,463
2023-03-01,주연경 바이올린 독주회,88
2023-03-01,임재성 이유현 듀오 리사이틀,120
2023-03-01,정자영 피아노 독주회,81
2023-03-02,뮤지컬 < 베토벤; Beethoven Secret >,1122
2023-03-02,연극 <셰익스피어 인 러브>,392
2023-03-02,크리스틴 정현 리 & 파비올라 김 듀오 리사이틀,236
2023-03-02,콜레기움 보칼레 서울의 바흐 마태 수난곡,1379
2023-03-02,홍성은 첼로 독주회,185
2023-03-03,뮤지컬 < 베토벤; Beethoven Secret >,597
2023-03-03,뮤지컬 < 베토벤; Beethoven Secret >,992
2023-03-03,연극 <셰익스피어 인 러브>,358
2023-03-03,김준 피아노 독주회,173
2023-03-03,한경arte 더클래식 2023,1957
2023-03-03,손세아 피아노 독주회,62
2023-03-03,최성진 피아노 독주회,131
2023-03-04,뮤지컬 < 베토벤; Beethoven Secret >,703
2023-03-04,뮤지컬 < 베토벤; Beethoven Secret >,507
2023-03-04,쇼팽 피아노 콩쿠르 우승자 브루스 리우 피아노 리사이틀,1658
2023-03-04,연극 <셰익스피어 인 러브>,543
2023-03-04,연극 <셰익스피어 인 러브>,501
2023-03-04,이든 콰르텟 리사이틀,368
2023-03-04,김대준 박진우 듀오 리사이틀,134
2023-03-04,듀오 클레멘스의 두 번째 에피소드,48
2023-03-04,KCO 트로이카 콘서트 시리즈 30,343
2023-03-04,콰트로 이화 제12회 정기연주회,140
2023-03-05,뮤지컬 < 베토벤; Beethoven Secret >,1247
2023-03-05,해피버스데이 쇼팽,301
2023-03-05,연극 <셰익스피어 인 러브>,401
2023-03-05,연극 <셰익스피어 인 러브>,396
2023-03-05,드레스덴 슈타츠카펠레,2375
2023-03-05,박현정 플루트 독주회,106
2023-03-05,김남호 튜바 독주회,160
2023-03-07,뮤지컬 < 베토벤; Beethoven Secret >,683
2023-03-07,연극 <셰익스피어 인 러브>,396
2023-03-07,정명훈 & 드레스덴 슈타츠카펠레 브람스 교향곡 전곡(3.7),2133
2023-03-07,박유신 첼로 리사이틀,191
2023-03-08,뮤지컬 < 베토벤; Beethoven Secret >,360
2023-03-08,뮤지컬 < 베토벤; Beethoven Secret >,521
2023-03-08,연극 <셰익스피어 인 러브>,383
2023-03-08,연극 <셰익스피어 인 러브>,533
2023-03-08,정명훈 & 드레스덴 슈타츠카펠레 브람스 교향곡 전곡(3.8),2290
2023-03-08,예술의전당 전관 개관 30주년 특별음악회 - 크리스티안 테츨라프 무반주 리사이틀,417
2023-03-08,양승희 바이올린 독주회,214
2023-03-09,뮤지컬 < 베토벤; Beethoven Secret >,971
2023-03-09,연극 <셰익스피어 인 러브>,463
2023-03-09,한화생명과 함께하는 예술의전당 11시 콘서트(3월),1659
2023-03-09,정원순 바이올린 독주회,186
2023-03-09,박여원 첼로 독주회,77
2023-03-10,뮤지컬 < 베토벤; Beethoven Secret >,388
2023-03-10,뮤지컬 < 베토벤; Beethoven Secret >,850
2023-03-10,연극 <셰익스피어 인 러브>,500
2023-03-10,대한민국 국제 실내악 페스티벌 Ⅱ,164
2023-03-10,잘츠부르크 모차르테움 오케스트라,1087
2023-03-10,소프라노 백경원 독창회,124
2023-03-11,뮤지컬 < 베토벤; Beethoven Secret >,567
2023-03-11,뮤지컬 < 베토벤; Beethoven Secret >,510
2023-03-11,연극 <셰익스피어 인 러브>,506
2023-03-11,연극 <셰익스피어 인 러브>,520
2023-03-11,[Innovative Classic] 4 반도네온 탱고,1057
2023-03-11,김상균 바이올린 독주회 ,126
2023-03-11,대한민국 국제 실내악 페스티벌 Ⅲ,378
2023-03-11,솔루스 오브 서울 브라스 제5회 정기연주회,183
2023-03-11,제8회 클로리스 피아노 트리오 정기연주회 - 베토벤 피아노 트리오 전곡 연주 II,118
2023-03-11,대한음악예술과비평학회  정기 렉쳐콘서트 : Ornamentation,40
2023-03-12,뮤지컬 < 베토벤; Beethoven Secret >,9
2023-03-12,연극 <셰익스피어 인 러브>,475
2023-03-12,연극 <셰익스피어 인 러브>,450
2023-03-12,김준환 첼로 독주회,161
2023-03-12,김지윤 바이올린 독주회,46
2023-03-12,첼리스타 첼로 앙상블 창단 10주년 콘서트,1684
2023-03-12,코리안 브라스 앙상블의 다이얼로그 IV,282
2023-03-14,뮤지컬 < 베토벤; Beethoven Secret >,771
2023-03-14,연극 <셰익스피어 인 러브>,424
2023-03-14,조이스 디도나토의 < 스프링 콘서트 >,903
2023-03-14,피아니스트 강세라 & 안희정 피아노 듀오 온 리사이틀,109
2023-03-14,브리즈 목관오중주 창단연주회,60
2023-03-14,안토닌 앙상블 창단 10주년 기념 연주회,203
2023-03-15,뮤지컬 < 베토벤; Beethoven Secret >,437
2023-03-15,뮤지컬 < 베토벤; Beethoven Secret >,547
2023-03-15,연극 <셰익스피어 인 러브>,339
2023-03-15,연극 <셰익스피어 인 러브>,352
2023-03-15,대한민국 국제 실내악 페스티벌 Ⅵ,175
2023-03-15,플루니티 앙상블 두 번째 프로젝트 ,66
2023-03-15,2023 세아이운형문화재단 음악회,1549
2023-03-16,세종솔로이스츠와 조이스 디도나토의 <오버스토리 서곡>,1030
2023-03-16,뮤지컬 < 베토벤; Beethoven Secret >,1042
2023-03-16,연극 <셰익스피어 인 러브>,469
2023-03-16,정성혜 귀국 피아노 독주회,75
2023-03-16,바흐솔리스텐서울 피오리무지칼리시리즈 IX,303
2023-03-16,이예솔 피아노 독주회 ,51
2023-03-17,뮤지컬 < 베토벤; Beethoven Secret >,570
2023-03-17,뮤지컬 < 베토벤; Beethoven Secret >,898
2023-03-17,연극 <셰익스피어 인 러브>,427
2023-03-17,김보람 피아노 독주회 - Beethoven Sonata opus 2:  Three Piano Sonatas ,58
2023-03-17,박가경 바이올린 독주회,123
2023-03-17,강남심포니 오케스트라 97회 정기연주회,852
2023-03-17,오케스트라 디 오리지널의 <비엔나페스타 2023>,269
2023-03-18,뮤지컬 < 베토벤; Beethoven Secret >,658
2023-03-18,뮤지컬 < 베토벤; Beethoven Secret >,498
2023-03-18,연극 <셰익스피어 인 러브>,524
2023-03-18,연극 <셰익스피어 인 러브>,525
2023-03-18,안종도의 클래식 내레이션 2023 : Series 1,298
2023-03-18,김응수＆카메라타솔 『12 Seasons』시간이 흐른 길,403
2023-03-18,서리라 귀국 바순 독주회,119
2023-03-18,신세계와 함께하는 2023 예술의전당 토요콘서트(3월),1899
2023-03-18,문명환 비올라 독주회,132
2023-03-18,아즈 피아노 트리오 제9회 정기연주회,71
2023-03-19,뮤지컬 < 베토벤; Beethoven Secret >,1238
2023-03-19,연극 <셰익스피어 인 러브>,549
2023-03-19,연극 <셰익스피어 인 러브>,535
2023-03-19,바이올리니스트 김혜란의 Violin Emotion VI,122
2023-03-19,뉴 콰르텟,246
2023-03-19,이창형 더블베이스 독주회,170
2023-03-19,서울 심포닉 윈드 오케스트라 창단연주회,647
2023-03-19,임헌정 피아노 독주회,85
2023-03-21,뮤지컬 < 베토벤; Beethoven Secret >,809
2023-03-21,연극 <셰익스피어 인 러브>,488
2023-03-21,국립합창단 창단 50주년 기념 <한국합창교향곡>,1263
2023-03-21,윤철희 피아노 독주회,216
2023-03-21,코리아나 챔버 뮤직 소사이어티 제83회 정기연주회,152
2023-03-21,2023 진윤경 피리 렉쳐 콘서트 : 북한의 피리와 한민족 음악의 디아스포라,85
2023-03-22,뮤지컬 < 베토벤; Beethoven Secret >,497
2023-03-22,뮤지컬 < 베토벤; Beethoven Secret >,412
2023-03-22,연극 <셰익스피어 인 러브>,291
2023-03-22,연극 <셰익스피어 인 러브>,344
2023-03-22,스타인웨이 위너콘서트 인 코리아,301
2023-03-22,한경arte필하모닉 더클래식2023 시리즈3,1145
2023-03-22,2023 대한민국 실내악 작곡제전 I,77
2023-03-22,김슬기 피아노 독주회,68
2023-03-23,뮤지컬 < 베토벤; Beethoven Secret >,939
2023-03-23,연극 <셰익스피어 인 러브>,519
2023-03-23,앙상블오푸스의 브람스,251
2023-03-23,전유라 피아노 독주회,92
2023-03-23,한국가곡학회 27주년 기념음악회,267
2023-03-23,부산엑스포 유치 기원 신춘음악회 ,1488
2023-03-24,뮤지컬 < 베토벤; Beethoven Secret >,659
2023-03-24,뮤지컬 < 베토벤; Beethoven Secret >,989
2023-03-24,연극 <셰익스피어 인 러브>,462
2023-03-24,KT와 함께하는 예술의전당 마음을 담은 클래식(3월),1602
2023-03-24,곽효일 더블베이스 독주회,91
2023-03-24,인태영 바순 독주회,109
2023-03-24,홍의연 바이올린 독주회,404
2023-03-25,뮤지컬 < 베토벤; Beethoven Secret >,475
2023-03-25,뮤지컬 < 베토벤; Beethoven Secret >,535
2023-03-25,연극 <셰익스피어 인 러브>,469
2023-03-25,연극 <셰익스피어 인 러브>,521
2023-03-25,양윤희 피아노 독주회,90
2023-03-25,권그림 바이올린 독주회,80
2023-03-25,김나영 피아노 독주회 : 내 마음의 보석상자 XII,203
2023-03-25,파체 프롬나드,378
2023-03-25,"가곡, 희망을 노래하다",2049
2023-03-25,테너 하만택 독창회,368
2023-03-26,뮤지컬 < 베토벤; Beethoven Secret >,1198
2023-03-26,연극 <셰익스피어 인 러브>,417
2023-03-26,연극 <셰익스피어 인 러브>,550
2023-03-26,트리오 리베르떼 제3회 정기연주회,103
2023-03-26,리 챔버 오케스트라 제3회 정기연주회,221
2023-03-26,유예동 오보에 독주회,92
2023-03-28,김재영 바이올린 리사이틀,183
2023-03-28,(사)한국페스티발앙상블 제32회 현대음악축제,109
2023-03-28,유수현 피아노 독주회,20
2023-03-29,밤베르크 심포니,1947
2023-03-29,예술의전당 전관 개관 30주년 특별음악회 - 최하영&손정범 듀오 콘서트,468
2023-03-29,이진영 피아노 독주회,52
2023-03-29,송호섭 클라리넷 독주회 XXVI,165
2023-03-30,2023 서울시향 오스모 벤스케의 시벨리우스 교향곡 2번 ①,1517
